loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition
8510,9811915,K07232.01,,CANDIDATE,CANDIDATE
8511,9818732,K07233.01,,FALSE POSITIVE,FALSE POSITIVE
8512,9821078,K07234.01,,FALSE POSITIVE,FALSE POSITIVE
8513,9821428,K07235.01,,CANDIDATE,CANDIDATE
8514,9837013,K07236.01,,CANDIDATE,CANDIDATE
8515,9848420,K07237.01,,FALSE POSITIVE,FALSE POSITIVE
8516,9850387,K07238.01,,FALSE POSITIVE,FALSE POSITIVE
8517,9850912,K07239.01,,FALSE POSITIVE,FALSE POSITIVE
8518,9852050,K07240.01,,FALSE POSITIVE,FALSE POSITIVE
8519,9873869,K07241.01,,FALSE POSITIVE,FALSE POSITIVE
8520,9881258,K07242.01,,FALSE POSITIVE,FALSE POSITIVE
8521,9899153,K07243.01,,FALSE POSITIVE,FALSE POSITIVE
8522,9899193,K07244.01,,FALSE POSITIVE,FALSE POSITIVE
8523,9899410,K07245.01,,FALSE POSITIVE,FALSE POSITIVE
8524,9899421,K07246.01,,FALSE POSITIVE,FALSE POSITIVE
8525,9899577,K07247.01,,FALSE POSITIVE,FALSE POSITIVE
8526,9899583,K07248.01,,FALSE POSITIVE,FALSE POSITIVE
8527,9906489,K07249.01,,FALSE POSITIVE,FALSE POSITIVE
8528,9906802,K07250.01,,FALSE POSITIVE,FALSE POSITIVE
8529,9906841,K07251.01,,FALSE POSITIVE,FALSE POSITIVE
8530,9909965,K07252.01,,CANDIDATE,CANDIDATE
8531,9913481,K07253.01,,FALSE POSITIVE,FALSE POSITIVE
8532,9913798,K07254.01,,FALSE POSITIVE,FALSE POSITIVE
8533,9932197,K07255.01,,CANDIDATE,CANDIDATE
8534,9934208,K07256.01,,FALSE POSITIVE,FALSE POSITIVE
8535,9936698,K07257.01,,FALSE POSITIVE,FALSE POSITIVE
8536,9943009,K07258.01,,CANDIDATE,CANDIDATE
8537,9944201,K07259.01,,CANDIDATE,CANDIDATE
8538,9944421,K07260.01,,FALSE POSITIVE,FALSE POSITIVE
8539,9945280,K07261.01,,FALSE POSITIVE,FALSE POSITIVE
8540,9953736,K07262.01,,FALSE POSITIVE,FALSE POSITIVE
8541,9958053,K07263.01,,FALSE POSITIVE,FALSE POSITIVE
8542,9959093,K07264.01,,CANDIDATE,CANDIDATE
8543,9963009,K07265.01,,FALSE POSITIVE,FALSE POSITIVE
8544,9963639,K07266.01,,FALSE POSITIVE,FALSE POSITIVE
8545,9965691,K07267.01,,FALSE POSITIVE,FALSE POSITIVE
8546,9971475,K07268.01,,FALSE POSITIVE,FALSE POSITIVE
8547,10000490,K07269.01,,FALSE POSITIVE,FALSE POSITIVE
8548,10002049,K07270.01,,CANDIDATE,CANDIDATE
8549,10014702,K07271.01,,FALSE POSITIVE,FALSE POSITIVE
8550,10019854,K07272.01,,CANDIDATE,CANDIDATE
8551,10020423,K07273.01,,FALSE POSITIVE,FALSE POSITIVE
8552,10026136,K07274.01,,FALSE POSITIVE,FALSE POSITIVE
8553,10026457,K07275.01,,FALSE POSITIVE,FALSE POSITIVE
8554,10031409,K07276.01,,FALSE POSITIVE,FALSE POSITIVE
8555,10031526,K07277.01,,FALSE POSITIVE,FALSE POSITIVE
8556,10031808,K07278.01,,FALSE POSITIVE,FALSE POSITIVE
8557,10053138,K07279.01,,CANDIDATE,CANDIDATE
8558,10063044,K07280.01,,FALSE POSITIVE,FALSE POSITIVE
8559,10066755,K07281.01,,CANDIDATE,CANDIDATE
8560,10070479,K07282.01,,CANDIDATE,CANDIDATE
8561,10089123,K07283.01,,CANDIDATE,CANDIDATE
8562,10091257,K07284.01,,FALSE POSITIVE,FALSE POSITIVE
8563,10093664,K07285.01,,FALSE POSITIVE,FALSE POSITIVE
8564,10095512,K07286.01,,FALSE POSITIVE,FALSE POSITIVE
8565,10098534,K07287.01,,FALSE POSITIVE,FALSE POSITIVE
8566,10129482,K07288.01,,FALSE POSITIVE,FALSE POSITIVE
8567,10155080,K07289.01,,FALSE POSITIVE,FALSE POSITIVE
8568,10156064,K07290.01,,FALSE POSITIVE,FALSE POSITIVE
8569,10163067,K07291.01,,CANDIDATE,CANDIDATE
8570,10164018,K07292.01,,FALSE POSITIVE,FALSE POSITIVE
8571,10189523,K07293.01,,FALSE POSITIVE,FALSE POSITIVE
8572,10198109,K07294.01,,FALSE POSITIVE,FALSE POSITIVE
8573,10208759,K07295.01,,FALSE POSITIVE,FALSE POSITIVE
8574,10214328,K07296.01,,FALSE POSITIVE,FALSE POSITIVE
8575,10215422,K07297.01,,FALSE POSITIVE,FALSE POSITIVE
8576,10257903,K07298.01,,FALSE POSITIVE,FALSE POSITIVE
8577,10258558,K07299.01,,FALSE POSITIVE,FALSE POSITIVE
8578,10264202,K07300.01,,FALSE POSITIVE,FALSE POSITIVE
8579,10264293,K07301.01,,CANDIDATE,CANDIDATE
8580,10268809,K07302.01,,FALSE POSITIVE,FALSE POSITIVE
8581,10274244,K07303.01,,FALSE POSITIVE,FALSE POSITIVE
8582,10275887,K07304.01,,FALSE POSITIVE,FALSE POSITIVE
8583,10290021,K07305.01,,CANDIDATE,CANDIDATE
8584,10290447,K07306.01,,FALSE POSITIVE,FALSE POSITIVE
8585,10292465,K07307.01,,FALSE POSITIVE,FALSE POSITIVE
8586,10294608,K07308.01,,FALSE POSITIVE,FALSE POSITIVE
8587,10296163,K07309.01,,FALSE POSITIVE,FALSE POSITIVE
8588,10330495,K07310.01,,FALSE POSITIVE,FALSE POSITIVE
8589,10332789,K07311.01,,FALSE POSITIVE,FALSE POSITIVE
8590,10340228,K07312.01,,FALSE POSITIVE,FALSE POSITIVE
8591,10341787,K07313.01,,FALSE POSITIVE,FALSE POSITIVE
8592,10342097,K07314.01,,FALSE POSITIVE,FALSE POSITIVE
8593,10345862,K07315.01,,FALSE POSITIVE,FALSE POSITIVE
8594,10346522,K07316.01,,FALSE POSITIVE,FALSE POSITIVE
8595,10352603,K07317.01,,FALSE POSITIVE,FALSE POSITIVE
8596,10363300,K07318.01,,FALSE POSITIVE,FALSE POSITIVE
8597,10388451,K07319.01,,CANDIDATE,CANDIDATE
8598,10396708,K07320.01,,CANDIDATE,CANDIDATE
8599,10407047,K07321.01,,FALSE POSITIVE,FALSE POSITIVE
8600,10407430,K07322.01,,FALSE POSITIVE,FALSE POSITIVE
8601,10407464,K07323.01,,FALSE POSITIVE,FALSE POSITIVE
8602,10417704,K07324.01,,FALSE POSITIVE,FALSE POSITIVE
8603,10420279,K07325.01,,FALSE POSITIVE,FALSE POSITIVE
8604,10422852,K07326.01,,FALSE POSITIVE,FALSE POSITIVE
8605,10450504,K07327.01,,CANDIDATE,CANDIDATE
8606,10454401,K07328.01,,FALSE POSITIVE,FALSE POSITIVE
8607,10462826,K07329.01,,FALSE POSITIVE,FALSE POSITIVE
8608,10464199,K07330.01,,CANDIDATE,CANDIDATE
8609,10468514,K07331.01,,FALSE POSITIVE,FALSE POSITIVE
8610,10471113,K07332.01,,FALSE POSITIVE,FALSE POSITIVE
8611,10481054,K07333.01,,FALSE POSITIVE,FALSE POSITIVE
8612,10486425,K07334.01,,FALSE POSITIVE,FALSE POSITIVE
8613,10490960,K07335.01,,FALSE POSITIVE,FALSE POSITIVE
8614,10491031,K07336.01,,FALSE POSITIVE,FALSE POSITIVE
8615,10535807,K07337.01,,FALSE POSITIVE,FALSE POSITIVE
8616,10535858,K07338.01,,FALSE POSITIVE,FALSE POSITIVE
8617,10546063,K07339.01,,CANDIDATE,CANDIDATE
8618,10547685,K07340.01,,FALSE POSITIVE,FALSE POSITIVE
8619,10549576,K07341.01,,FALSE POSITIVE,FALSE POSITIVE
8620,10552700,K07342.01,,FALSE POSITIVE,FALSE POSITIVE
8621,10556578,K07343.01,,FALSE POSITIVE,FALSE POSITIVE
8622,10583181,K07344.01,,FALSE POSITIVE,FALSE POSITIVE
8623,10586619,K07345.01,,CANDIDATE,CANDIDATE
8624,10592163,K07346.01,,FALSE POSITIVE,FALSE POSITIVE
8625,10597164,K07347.01,,FALSE POSITIVE,FALSE POSITIVE
8626,10601538,K07348.01,,FALSE POSITIVE,FALSE POSITIVE
8627,10601579,K07349.01,,FALSE POSITIVE,FALSE POSITIVE
8628,10613718,K07350.01,,FALSE POSITIVE,FALSE POSITIVE
8629,10619109,K07351.01,,FALSE POSITIVE,FALSE POSITIVE
8630,10646620,K07352.01,,FALSE POSITIVE,FALSE POSITIVE
8631,10649230,K07353.01,,FALSE POSITIVE,FALSE POSITIVE
8632,10659624,K07354.01,,CANDIDATE,CANDIDATE
8633,10661913,K07355.01,,FALSE POSITIVE,FALSE POSITIVE
8634,10661976,K07356.01,,FALSE POSITIVE,FALSE POSITIVE
8635,10662021,K07357.01,,FALSE POSITIVE,FALSE POSITIVE
8636,10665228,K07358.01,,CANDIDATE,CANDIDATE
8637,10665749,K07359.01,,CANDIDATE,CANDIDATE
8638,10670112,K07360.01,,CANDIDATE,CANDIDATE
8639,10680424,K07361.01,,CANDIDATE,CANDIDATE
8640,10685175,K07362.01,,FALSE POSITIVE,FALSE POSITIVE
8641,10686876,K07363.01,,FALSE POSITIVE,FALSE POSITIVE
8642,10686930,K07364.01,,FALSE POSITIVE,FALSE POSITIVE
8643,10711913,K07365.01,,FALSE POSITIVE,FALSE POSITIVE
8644,10732401,K07366.01,,FALSE POSITIVE,FALSE POSITIVE
8645,10736223,K07367.01,,FALSE POSITIVE,FALSE POSITIVE
8646,10736489,K07368.01,Kepler-1974 b,CONFIRMED,CANDIDATE
8647,10743600,K07369.01,,FALSE POSITIVE,FALSE POSITIVE
8648,10751908,K07370.01,,CANDIDATE,CANDIDATE
8649,10753734,K07371.01,,FALSE POSITIVE,FALSE POSITIVE
8650,10794242,K07372.01,,FALSE POSITIVE,FALSE POSITIVE
8651,10794405,K07373.01,,FALSE POSITIVE,FALSE POSITIVE
8652,10809677,K07374.01,,FALSE POSITIVE,FALSE POSITIVE
8653,10812541,K07375.01,,CANDIDATE,CANDIDATE
8654,10815677,K07376.01,,CANDIDATE,CANDIDATE
8655,10816107,K07377.01,,FALSE POSITIVE,FALSE POSITIVE
8656,10843431,K07378.01,Kepler-1999 b,CONFIRMED,CANDIDATE
8657,10843431,K07378.02,,CANDIDATE,CANDIDATE
8658,10847907,K07379.01,,FALSE POSITIVE,FALSE POSITIVE
8659,10848097,K07380.01,,CANDIDATE,CANDIDATE
8660,10849244,K07381.01,,FALSE POSITIVE,FALSE POSITIVE
8661,10857589,K07382.01,,FALSE POSITIVE,FALSE POSITIVE
8662,10866969,K07383.01,,CANDIDATE,CANDIDATE
8663,10867017,K07384.01,,FALSE POSITIVE,FALSE POSITIVE
8664,10909274,K07385.01,,FALSE POSITIVE,FALSE POSITIVE
8665,10920813,K07386.01,,FALSE POSITIVE,FALSE POSITIVE
8666,10923260,K07387.01,,FALSE POSITIVE,FALSE POSITIVE
8667,10924400,K07388.01,,FALSE POSITIVE,FALSE POSITIVE
8668,10932270,K07389.01,,CANDIDATE,CANDIDATE
8669,10936427,K07390.01,,FALSE POSITIVE,FALSE POSITIVE
8670,10937609,K07391.01,,FALSE POSITIVE,FALSE POSITIVE
8671,10965963,K07392.01,,FALSE POSITIVE,FALSE POSITIVE
8672,10976412,K07393.01,,FALSE POSITIVE,FALSE POSITIVE
8673,10979716,K07394.01,,FALSE POSITIVE,FALSE POSITIVE
8674,10982373,K07395.01,,FALSE POSITIVE,FALSE POSITIVE
8675,10987439,K07396.01,,FALSE POSITIVE,FALSE POSITIVE
8676,10989032,K07397.01,,FALSE POSITIVE,FALSE POSITIVE
8677,10991989,K07398.01,,FALSE POSITIVE,FALSE POSITIVE
8678,10992733,K07399.01,,FALSE POSITIVE,FALSE POSITIVE
8679,11019739,K07400.01,,CANDIDATE,CANDIDATE
8680,11027270,K07401.01,,FALSE POSITIVE,FALSE POSITIVE
8681,11027722,K07402.01,,FALSE POSITIVE,FALSE POSITIVE
8682,11029877,K07403.01,,FALSE POSITIVE,FALSE POSITIVE
8683,11068630,K07404.01,,CANDIDATE,CANDIDATE
8684,11071207,K07405.01,,FALSE POSITIVE,FALSE POSITIVE
8685,11073223,K07406.01,,FALSE POSITIVE,FALSE POSITIVE
8686,11076279,K07407.01,,FALSE POSITIVE,FALSE POSITIVE
8687,11092783,K07408.01,,CANDIDATE,CANDIDATE
8688,11124509,K07409.01,,FALSE POSITIVE,FALSE POSITIVE
8689,11134079,K07410.01,,FALSE POSITIVE,FALSE POSITIVE
8690,11137061,K07411.01,,FALSE POSITIVE,FALSE POSITIVE
8691,11144439,K07412.01,,FALSE POSITIVE,FALSE POSITIVE
8692,11147276,K07413.01,,FALSE POSITIVE,FALSE POSITIVE
8693,11154043,K07414.01,,FALSE POSITIVE,FALSE POSITIVE
8694,11182260,K07415.01,,CANDIDATE,CANDIDATE
8695,11187972,K07416.01,,CANDIDATE,CANDIDATE
8696,11198723,K07417.01,,FALSE POSITIVE,FALSE POSITIVE
8697,11199725,K07418.01,,FALSE POSITIVE,FALSE POSITIVE
8698,11200773,K07419.01,,FALSE POSITIVE,FALSE POSITIVE
8699,11228612,K07420.01,,FALSE POSITIVE,FALSE POSITIVE
8700,11232745,K07421.01,,FALSE POSITIVE,FALSE POSITIVE
8701,11233911,K07422.01,,FALSE POSITIVE,FALSE POSITIVE
8702,11234677,K07423.01,,FALSE POSITIVE,FALSE POSITIVE
8703,11235323,K07424.01,,FALSE POSITIVE,FALSE POSITIVE
8704,11240948,K07425.01,,FALSE POSITIVE,FALSE POSITIVE
8705,11241560,K07426.01,,CANDIDATE,CANDIDATE
8706,11244571,K07427.01,,CANDIDATE,CANDIDATE
8707,11250867,K07428.01,,FALSE POSITIVE,FALSE POSITIVE
8708,11251058,K07429.01,,FALSE POSITIVE,FALSE POSITIVE
8709,11282568,K07430.01,,CANDIDATE,CANDIDATE
8710,11285625,K07431.01,,FALSE POSITIVE,FALSE POSITIVE
8711,11286311,K07432.01,,CANDIDATE,CANDIDATE
8712,11287726,K07433.01,,FALSE POSITIVE,FALSE POSITIVE
8713,11288492,K07434.01,,CANDIDATE,CANDIDATE
8714,11288772,K07435.01,,CANDIDATE,CANDIDATE
8715,11295085,K07436.01,,FALSE POSITIVE,FALSE POSITIVE
8716,11296724,K07437.01,,CANDIDATE,CANDIDATE
8717,11350389,K07438.01,,FALSE POSITIVE,FALSE POSITIVE
8718,11356602,K07439.01,,FALSE POSITIVE,FALSE POSITIVE
8719,11358392,K07440.01,,FALSE POSITIVE,FALSE POSITIVE
8720,11359305,K07441.01,,FALSE POSITIVE,FALSE POSITIVE
8721,11391181,K07442.01,,FALSE POSITIVE,FALSE POSITIVE
8722,11401869,K07443.01,,FALSE POSITIVE,FALSE POSITIVE
8723,11409698,K07444.01,,FALSE POSITIVE,FALSE POSITIVE
8724,11411639,K07445.01,,CANDIDATE,CANDIDATE
8725,11455795,K07446.01,,FALSE POSITIVE,FALSE POSITIVE
8726,11457191,K07447.01,,FALSE POSITIVE,FALSE POSITIVE
8727,11462556,K07448.01,,FALSE POSITIVE,FALSE POSITIVE
8728,11495989,K07449.01,,CANDIDATE,CANDIDATE
8729,11499757,K07450.01,,FALSE POSITIVE,FALSE POSITIVE
8730,11501774,K07451.01,,FALSE POSITIVE,FALSE POSITIVE
8731,11502172,K07452.01,,FALSE POSITIVE,FALSE POSITIVE
8732,11502179,K07453.01,,FALSE POSITIVE,FALSE POSITIVE
8733,11506235,K07454.01,,FALSE POSITIVE,FALSE POSITIVE
8734,11551652,K07455.01,,CANDIDATE,CANDIDATE
8735,11560382,K07456.01,,FALSE POSITIVE,FALSE POSITIVE
8736,11560431,K07457.01,,FALSE POSITIVE,FALSE POSITIVE
8737,11560447,K07458.01,,FALSE POSITIVE,FALSE POSITIVE
8738,11601357,K07459.01,,FALSE POSITIVE,FALSE POSITIVE
8739,11602794,K07460.01,,CANDIDATE,CANDIDATE
8740,11615481,K07461.01,,FALSE POSITIVE,FALSE POSITIVE
8741,11616200,K07462.01,,FALSE POSITIVE,FALSE POSITIVE
8742,11616631,K07463.01,,FALSE POSITIVE,FALSE POSITIVE
8743,11616663,K07464.01,,FALSE POSITIVE,FALSE POSITIVE
8744,11618798,K07465.01,,FALSE POSITIVE,FALSE POSITIVE
8745,11619964,K07466.01,,FALSE POSITIVE,FALSE POSITIVE
8746,11650543,K07467.01,,CANDIDATE,CANDIDATE
8747,11651105,K07468.01,,FALSE POSITIVE,FALSE POSITIVE
8748,11662440,K07469.01,,FALSE POSITIVE,FALSE POSITIVE
8749,11671646,K07470.01,,CANDIDATE,CANDIDATE
8750,11672354,K07471.01,,CANDIDATE,CANDIDATE
8751,11704044,K07472.01,,FALSE POSITIVE,FALSE POSITIVE
8752,11706658,K07473.01,,FALSE POSITIVE,FALSE POSITIVE
8753,11709022,K07474.01,,FALSE POSITIVE,FALSE POSITIVE
8754,11724091,K07475.01,,FALSE POSITIVE,FALSE POSITIVE
8755,11757422,K07476.01,,FALSE POSITIVE,FALSE POSITIVE
8756,11763910,K07477.01,,FALSE POSITIVE,FALSE POSITIVE
8757,11768970,K07478.01,,FALSE POSITIVE,FALSE POSITIVE
8758,11773625,K07479.01,,CANDIDATE,CANDIDATE
8759,11775530,K07480.01,,FALSE POSITIVE,FALSE POSITIVE
8760,11811454,K07481.01,,FALSE POSITIVE,FALSE POSITIVE
8761,11817750,K07482.01,,FALSE POSITIVE,FALSE POSITIVE
8762,11825996,K07483.01,,CANDIDATE,CANDIDATE
8763,11854636,K07484.01,,CANDIDATE,CANDIDATE
8764,11855538,K07485.01,,FALSE POSITIVE,FALSE POSITIVE
8765,11858541,K07486.01,,FALSE POSITIVE,FALSE POSITIVE
8766,11873166,K07487.01,,FALSE POSITIVE,FALSE POSITIVE
8767,11873171,K07488.01,,FALSE POSITIVE,FALSE POSITIVE
8768,11904704,K07489.01,,CANDIDATE,CANDIDATE
8769,11906217,K07490.01,,FALSE POSITIVE,FALSE POSITIVE
8770,11913052,K07491.01,,FALSE POSITIVE,FALSE POSITIVE
8771,11913071,K07492.01,,FALSE POSITIVE,FALSE POSITIVE
8772,11918482,K07493.01,,FALSE POSITIVE,FALSE POSITIVE
8773,11922648,K07494.01,,FALSE POSITIVE,FALSE POSITIVE
8774,11922782,K07495.01,,FALSE POSITIVE,FALSE POSITIVE
8775,11923819,K07496.01,,FALSE POSITIVE,FALSE POSITIVE
8776,11959569,K07497.01,,FALSE POSITIVE,FALSE POSITIVE
8777,11966557,K07498.01,,FALSE POSITIVE,FALSE POSITIVE
8778,11967004,K07499.01,,FALSE POSITIVE,FALSE POSITIVE
8779,11968490,K07500.01,,FALSE POSITIVE,FALSE POSITIVE
8780,11970288,K07501.01,,FALSE POSITIVE,FALSE POSITIVE
8781,12004679,K07502.01,,FALSE POSITIVE,FALSE POSITIVE
8782,12004680,K07503.01,,FALSE POSITIVE,FALSE POSITIVE
8783,12004689,K07504.01,,FALSE POSITIVE,FALSE POSITIVE
8784,12013615,K07505.01,,FALSE POSITIVE,FALSE POSITIVE
8785,12016243,K07506.01,,CANDIDATE,CANDIDATE
8786,12022517,K07507.01,,FALSE POSITIVE,FALSE POSITIVE
8787,12022718,K07508.01,,FALSE POSITIVE,FALSE POSITIVE
8788,12053823,K07509.01,,FALSE POSITIVE,FALSE POSITIVE
8789,12067960,K07510.01,,CANDIDATE,CANDIDATE
8790,12071006,K07511.01,,FALSE POSITIVE,FALSE POSITIVE
8791,12105785,K07512.01,,FALSE POSITIVE,FALSE POSITIVE
8792,12106875,K07513.01,,FALSE POSITIVE,FALSE POSITIVE
8793,12157983,K07514.01,,FALSE POSITIVE,FALSE POSITIVE
8794,12164751,K07515.01,,FALSE POSITIVE,FALSE POSITIVE
8795,12217907,K07516.01,,FALSE POSITIVE,FALSE POSITIVE
8796,12251779,K07517.01,,FALSE POSITIVE,FALSE POSITIVE
8797,12268220,K07518.01,,FALSE POSITIVE,FALSE POSITIVE
8798,12302391,K07519.01,,FALSE POSITIVE,FALSE POSITIVE
8799,12304728,K07520.01,,CANDIDATE,CANDIDATE
8800,12306808,K07521.01,,FALSE POSITIVE,FALSE POSITIVE
8801,12306808,K07521.02,,FALSE POSITIVE,FALSE POSITIVE
8802,12351927,K07522.01,,FALSE POSITIVE,FALSE POSITIVE
8803,12353633,K07523.01,,FALSE POSITIVE,FALSE POSITIVE
8804,12353720,K07524.01,,FALSE POSITIVE,FALSE POSITIVE
8805,12356746,K07525.01,,FALSE POSITIVE,FALSE POSITIVE
8806,12356914,K07526.01,,FALSE POSITIVE,FALSE POSITIVE
8807,12365000,K07527.01,,FALSE POSITIVE,FALSE POSITIVE
8808,12365015,K07528.01,,FALSE POSITIVE,FALSE POSITIVE
8809,12367017,K07529.01,,FALSE POSITIVE,FALSE POSITIVE
8810,12367310,K07530.01,,FALSE POSITIVE,FALSE POSITIVE
8811,12403968,K07531.01,,FALSE POSITIVE,FALSE POSITIVE
8812,12418662,K07532.01,,FALSE POSITIVE,FALSE POSITIVE
8813,12418816,K07533.01,,FALSE POSITIVE,FALSE POSITIVE
8814,12454800,K07534.01,,CANDIDATE,CANDIDATE
8815,12458817,K07535.01,,CANDIDATE,CANDIDATE
8816,12470530,K07536.01,,FALSE POSITIVE,FALSE POSITIVE
8817,12504353,K07537.01,,FALSE POSITIVE,FALSE POSITIVE
8818,12506342,K07538.01,,FALSE POSITIVE,FALSE POSITIVE
8819,12519942,K07539.01,,CANDIDATE,CANDIDATE
8820,12555616,K07540.01,,CANDIDATE,CANDIDATE
8821,12557713,K07541.01,,FALSE POSITIVE,FALSE POSITIVE
8822,3123418,K07542.01,,FALSE POSITIVE,FALSE POSITIVE
8823,3458687,K07543.01,,FALSE POSITIVE,FALSE POSITIVE
8824,3749508,K07544.01,,FALSE POSITIVE,FALSE POSITIVE
8825,3749508,K07544.02,,FALSE POSITIVE,FALSE POSITIVE
8826,3955867,K07545.01,,FALSE POSITIVE,FALSE POSITIVE
8827,3965201,K07546.01,,CANDIDATE,CANDIDATE
8828,4074294,K07547.01,,FALSE POSITIVE,FALSE POSITIVE
8829,4380560,K07548.01,,FALSE POSITIVE,FALSE POSITIVE
8830,4384652,K07549.01,,FALSE POSITIVE,FALSE POSITIVE
8831,4483235,K07550.01,,FALSE POSITIVE,FALSE POSITIVE
8832,4662363,K07551.01,,FALSE POSITIVE,FALSE POSITIVE
8833,4680745,K07552.01,,FALSE POSITIVE,FALSE POSITIVE
8834,4851195,K07553.01,,FALSE POSITIVE,FALSE POSITIVE
8835,4862924,K07554.01,,CANDIDATE,CANDIDATE
8836,5024414,K07555.01,,FALSE POSITIVE,FALSE POSITIVE
8837,5177065,K07556.01,,FALSE POSITIVE,FALSE POSITIVE
8838,5268955,K07557.01,,FALSE POSITIVE,FALSE POSITIVE
8839,5271090,K07558.01,,CANDIDATE,CANDIDATE
8840,5444276,K07559.01,,CANDIDATE,CANDIDATE
8841,5598645,K07560.01,,FALSE POSITIVE,FALSE POSITIVE
8842,5696518,K07561.01,,FALSE POSITIVE,FALSE POSITIVE
8843,5878506,K07562.01,,CANDIDATE,CANDIDATE
8844,5908086,K07563.01,,FALSE POSITIVE,FALSE POSITIVE
8845,6307243,K07564.01,,FALSE POSITIVE,FALSE POSITIVE
8846,6350522,K07565.01,,FALSE POSITIVE,FALSE POSITIVE
8847,6385302,K07566.01,,FALSE POSITIVE,FALSE POSITIVE
8848,6443274,K07567.01,,CANDIDATE,CANDIDATE
8849,6508734,K07568.01,,FALSE POSITIVE,FALSE POSITIVE
8850,6527050,K07569.01,,FALSE POSITIVE,FALSE POSITIVE
8851,6590362,K07570.01,,FALSE POSITIVE,FALSE POSITIVE
8852,6628740,K07571.01,,FALSE POSITIVE,FALSE POSITIVE
8853,6876575,K07572.01,,CANDIDATE,CANDIDATE
8854,7031126,K07573.01,,FALSE POSITIVE,FALSE POSITIVE
8855,7031208,K07574.01,,FALSE POSITIVE,FALSE POSITIVE
8856,7031742,K07575.01,,FALSE POSITIVE,FALSE POSITIVE
8857,7032568,K07576.01,,FALSE POSITIVE,FALSE POSITIVE
8858,7032687,K07577.01,,FALSE POSITIVE,FALSE POSITIVE
8859,7115384,K07578.01,,FALSE POSITIVE,FALSE POSITIVE
8860,7116282,K07579.01,,FALSE POSITIVE,FALSE POSITIVE
8861,7116859,K07580.01,,FALSE POSITIVE,FALSE POSITIVE
8862,7133286,K07581.01,,FALSE POSITIVE,FALSE POSITIVE
8863,7186259,K07582.01,,FALSE POSITIVE,FALSE POSITIVE
8864,7214090,K07583.01,,FALSE POSITIVE,FALSE POSITIVE
8865,7281694,K07584.01,,FALSE POSITIVE,FALSE POSITIVE
8866,7362450,K07585.01,,FALSE POSITIVE,FALSE POSITIVE
8867,8007262,K07586.01,,FALSE POSITIVE,FALSE POSITIVE
8868,8096395,K07587.01,,CANDIDATE,CANDIDATE
8869,8106973,K07588.01,,FALSE POSITIVE,FALSE POSITIVE
8870,8168509,K07589.01,,CANDIDATE,CANDIDATE
8871,8258103,K07590.01,,FALSE POSITIVE,FALSE POSITIVE
8872,8297319,K07591.01,,CANDIDATE,CANDIDATE
8873,8423344,K07592.01,,CANDIDATE,CANDIDATE
8874,8444868,K07593.01,,CANDIDATE,CANDIDATE
8875,8579684,K07594.01,,FALSE POSITIVE,FALSE POSITIVE
8876,8649876,K07595.01,,FALSE POSITIVE,FALSE POSITIVE
8877,8682094,K07596.01,,CANDIDATE,CANDIDATE
8878,8846809,K07597.01,,FALSE POSITIVE,FALSE POSITIVE
8879,8868686,K07598.01,,FALSE POSITIVE,FALSE POSITIVE
8880,9025662,K07599.01,,FALSE POSITIVE,FALSE POSITIVE
8881,9092897,K07600.01,,FALSE POSITIVE,FALSE POSITIVE
8882,9246715,K07601.01,,FALSE POSITIVE,FALSE POSITIVE
8883,9292130,K07602.01,,FALSE POSITIVE,FALSE POSITIVE
8884,9541144,K07603.01,,FALSE POSITIVE,FALSE POSITIVE
8885,9595956,K07604.01,,FALSE POSITIVE,FALSE POSITIVE
8886,9655792,K07605.01,,FALSE POSITIVE,FALSE POSITIVE
8887,9970396,K07606.01,,FALSE POSITIVE,FALSE POSITIVE
8888,10079420,K07607.01,,CANDIDATE,CANDIDATE
8889,10253638,K07608.01,,FALSE POSITIVE,FALSE POSITIVE
8890,10267121,K07609.01,,FALSE POSITIVE,FALSE POSITIVE
8891,10341777,K07610.01,,FALSE POSITIVE,FALSE POSITIVE
8892,10407271,K07611.01,,FALSE POSITIVE,FALSE POSITIVE
8893,10471167,K07612.01,,FALSE POSITIVE,FALSE POSITIVE
8894,10471174,K07613.01,,FALSE POSITIVE,FALSE POSITIVE
8895,10471345,K07614.01,,FALSE POSITIVE,FALSE POSITIVE
8896,11296798,K07615.01,,FALSE POSITIVE,FALSE POSITIVE
8897,11463950,K07616.01,,FALSE POSITIVE,FALSE POSITIVE
8898,11559304,K07617.01,,CANDIDATE,CANDIDATE
8899,11621897,K07618.01,,FALSE POSITIVE,FALSE POSITIVE
8900,12253534,K07619.01,,FALSE POSITIVE,FALSE POSITIVE
8901,12304202,K07620.01,,FALSE POSITIVE,FALSE POSITIVE
8902,1025986,K07621.01,,CANDIDATE,CANDIDATE
8903,1293046,K07622.01,,FALSE POSITIVE,FALSE POSITIVE
8904,1434395,K07623.01,,FALSE POSITIVE,FALSE POSITIVE
8905,1723078,K07624.01,,CANDIDATE,CANDIDATE
8906,1868404,K07625.01,,FALSE POSITIVE,FALSE POSITIVE
8907,1995712,K07626.01,,FALSE POSITIVE,FALSE POSITIVE
8908,2140389,K07627.01,,FALSE POSITIVE,FALSE POSITIVE
8909,2299738,K07628.01,,CANDIDATE,CANDIDATE
8910,2302758,K07629.01,,FALSE POSITIVE,FALSE POSITIVE
